reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365871097,3476271097,polynomial_ridge,estimated,0.015767254676340367,0.01,0.0037520854623250594,0.027894350670540073,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,56,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365871097,3476271097,polynomial_ridge_interactions,estimated,0.0192673483926818,0.01,-0.008091922979983887,0.05869476076780925,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365971100,3477271100,polynomial_ridge,estimated,0.02659232364337469,0.01,0.0028611860025019643,0.05231965348635447,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,57,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365971100,3477271100,polynomial_ridge_interactions,estimated,0.05144493245498237,0.01,-0.04887242788929143,0.09421436328685687,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366071103,3478271103,polynomial_ridge,estimated,0.01637802065483178,0.01,0.0005950375839861399,0.03704465943493117,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,58,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366071103,3478271103,polynomial_ridge_interactions,estimated,0.012676158753364614,0.01,-0.07941164837230211,0.09579588404082887,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366171106,3479271106,polynomial_ridge,estimated,0.013805265395318147,0.01,0.004026586049772289,0.025700646366649163,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,59,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366171106,3479271106,polynomial_ridge_interactions,estimated,0.03440508140759814,0.01,-0.015914602277987185,0.060085085634865636,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366271109,3480271109,polynomial_ridge,estimated,0.013804252325721111,0.01,0.001364267372980169,0.0279102614356377,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,60,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366271109,3480271109,polynomial_ridge_interactions,estimated,0.007589324448097557,0.01,-0.07023557188454392,0.036649656167583075,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366371112,3481271112,polynomial_ridge,estimated,0.021355404867960025,0.01,0.010578471038827341,0.04266337833494858,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,61,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366371112,3481271112,polynomial_ridge_interactions,estimated,0.03460818782157105,0.01,-0.028256620872593115,0.07386584201169523,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366471115,3482271115,polynomial_ridge,estimated,0.024665648078117698,0.01,0.007465090445674371,0.03906434006197407,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,62,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366471115,3482271115,polynomial_ridge_interactions,estimated,0.03263720177279078,0.01,-0.015023351004650663,0.07733008877201997,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366571118,3483271118,polynomial_ridge,estimated,0.01527772551448493,0.01,0.0030101549335031156,0.021397908452614533,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,63,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366571118,3483271118,polynomial_ridge_interactions,estimated,0.018949633578093955,0.01,-0.03446606377805661,0.043681296053823246,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366671121,3484271121,polynomial_ridge,estimated,0.021720399433078307,0.01,0.004310082827528595,0.037468559718038266,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,64,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366671121,3484271121,polynomial_ridge_interactions,estimated,0.02341454198854677,0.01,-0.06409486890412407,0.05552425797907405,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366771124,3485271124,polynomial_ridge,estimated,0.014820617475678404,0.01,0.004177523875692641,0.027079873054834887,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,65,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366771124,3485271124,polynomial_ridge_interactions,estimated,0.01714121564864508,0.01,-0.042695235361792816,0.04731338610593338,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366871127,3486271127,polynomial_ridge,estimated,0.022553943647097174,0.01,0.00256947023963375,0.041002142076813665,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,66,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366871127,3486271127,polynomial_ridge_interactions,estimated,0.001351742440182633,0.01,-0.0578263568232241,0.03492997074645207,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,67,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366971130,3487271130,polynomial_ridge,estimated,0.014632030629001553,0.01,0.0027559277579252343,0.024297764066227797,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,67,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,366971130,3487271130,polynomial_ridge_interactions,estimated,0.02586237121833867,0.01,-0.046836370243267034,0.057951760279626265,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,68,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367071133,3488271133,polynomial_ridge,estimated,0.01374187898424548,0.01,0.0062512929970982385,0.027712537424453995,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,68,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367071133,3488271133,polynomial_ridge_interactions,estimated,0.03248677578313188,0.01,-0.011465457885830034,0.07683809065194518,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,69,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367171136,3489271136,polynomial_ridge,estimated,0.012948665071452151,0.01,0.005092645348722758,0.02621258942238821,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,69,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367171136,3489271136,polynomial_ridge_interactions,estimated,0.022135450037861982,0.01,-0.013770449440601192,0.0535995350104892,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,70,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367271139,3490271139,polynomial_ridge,estimated,0.03187603888417095,0.01,0.009447783406148718,0.04575646264574001,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,70,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367271139,3490271139,polynomial_ridge_interactions,estimated,0.026607688576876516,0.01,-0.032073582813760604,0.07227811436128734,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,71,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367371142,3491271142,polynomial_ridge,estimated,0.011975300798406759,0.01,0.004357402541533345,0.019685508044568645,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,71,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367371142,3491271142,polynomial_ridge_interactions,estimated,0.018569965665142508,0.01,-0.031041615309983516,0.041883443788513185,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,72,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367471145,3492271145,polynomial_ridge,estimated,0.024833962927747935,0.01,0.009197192411964908,0.03149613578336467,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,72,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367471145,3492271145,polynomial_ridge_interactions,estimated,0.03536999545941001,0.01,-0.020973040866279644,0.0617102483091,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,73,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367571148,3493271148,polynomial_ridge,estimated,0.014363746844215177,0.01,0.004247538303736977,0.028989926216974313,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,73,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367571148,3493271148,polynomial_ridge_interactions,estimated,0.01859781159573722,0.01,-0.03869850083067979,0.0669266309919569,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,74,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367671151,3494271151,polynomial_ridge,estimated,0.02645815439101974,0.01,0.0030256345183897215,0.03958001613409399,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,74,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367671151,3494271151,polynomial_ridge_interactions,estimated,0.010748551336999673,0.01,-0.0436039619634837,0.07027788466910195,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,75,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367771154,3495271154,polynomial_ridge,estimated,0.006336704911484966,0.01,-0.0014969496730831027,0.015018885709570601,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,75,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367771154,3495271154,polynomial_ridge_interactions,estimated,0.01155745552896249,0.01,-0.050396933400754775,0.03026561167329952,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,76,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367871157,3496271157,polynomial_ridge,estimated,0.010872546166703781,0.01,0.00012320216956225732,0.01930346407085249,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,76,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367871157,3496271157,polynomial_ridge_interactions,estimated,0.009612185549870122,0.01,-0.03616505359529693,0.02402552791330481,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,77,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367971160,3497271160,polynomial_ridge,estimated,0.02325186749734579,0.01,0.006177036553238568,0.030677251655621598,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,77,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,367971160,3497271160,polynomial_ridge_interactions,estimated,0.02170600483139484,0.01,-0.019757874438880142,0.04931806935514165,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,78,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,368071163,3498271163,polynomial_ridge,estimated,0.007078388923864112,0.01,0.0015502000670107258,0.017196931180217468,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,78,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,368071163,3498271163,polynomial_ridge_interactions,estimated,0.010488600166867916,0.01,-0.030296262972735313,0.0238368334931771,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,79,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,368171166,3499271166,polynomial_ridge,estimated,0.024267004722602604,0.01,0.004415381450207635,0.036763465857069653,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,79,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,368171166,3499271166,polynomial_ridge_interactions,estimated,0.0195740071905506,0.01,-0.04195583734265158,0.06170718486814203,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,80,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,368271169,3500271169,polynomial_ridge,estimated,0.028866614055007317,0.01,0.008231583758946183,0.05612296902341629,True,True
